id,Calories
750298,74.77
750299,84.192
750300,122.62
750301,125.138
750302,137.118
750303,25.584
750304,128.82
750305,125.359
750306,42.374
750307,96.363
750308,234.283
750309,49.627
750310,152.334
750311,14.41
750312,128.266
750313,110.699
750314,147.323
750315,194.565
750316,36.317
750317,22.249
750318,157.206
750319,108.077
750320,43.945
750321,37.521
750322,94.115
750323,146.716
750324,2.767
750325,45.069
750326,65.44
750327,53.724
750328,86.407
750329,35.153
750330,110.259
750331,99.704
750332,159.803
750333,96.361
750334,17.137
750335,182.71
750336,6.244
750337,162.76
750338,157.26
750339,128.651
750340,104.29
750341,133.125
750342,72.628
750343,204.732
750344,13.416
750345,7.704
750346,55.702
750347,90.898
750348,86.413
750349,89.056
750350,8.369
750351,56.224
750352,70.167
750353,91.346
750354,30.149
750355,47.097
750356,44.302
750357,15.005
750358,69.115
750359,227.1
750360,137.257
750361,50.892
750362,140.072
750363,39.552
750364,53.109
750365,197.062
750366,92.801
750367,86.292
750368,123.658
750369,62.667
750370,165.09
750371,83.466
750372,88.996
750373,114.62
750374,110.905
750375,180.891
750376,29.372
750377,78.485
750378,10.367
750379,191.847
750380,124.114
750381,198.479
750382,99.231
750383,7.059
750384,105.355
750385,107.636
750386,54.049
750387,149.425
750388,177.916
750389,171.909
750390,7.789
750391,115.296
750392,228.123
750393,117.818
750394,160.232
750395,85.805
750396,60.676
750397,43.661
750398,60.83
750399,135.023
750400,29.232
750401,8.784
750402,173.57
750403,74.671
750404,83.412
750405,8.832
750406,151.744
750407,43.166
750408,10.6
750409,138.286
750410,109.926
750411,210.864
750412,9.92
750413,107.314
750414,179.027
750415,165.485
750416,182.807
750417,85.543
750418,21.987
750419,56.597
750420,11.452
750421,76.362
750422,112.022
750423,21.04
750424,41.306
750425,57.865
750426,100.032
750427,142.13
750428,54.436
750429,1.671
750430,70.165
750431,11.075
750432,143.074
750433,56.909
750434,62.862
750435,97.188
750436,97.173
750437,15.541
750438,38.079
750439,63.376
750440,86.945
750441,145.503
750442,148.363
750443,69.752
750444,41.867
750445,4.079
750446,153.135
750447,150.898
750448,24.991
750449,229.113
750450,107.951
750451,166.021
750452,96.831
750453,141.467
750454,66.464
750455,91.732
750456,157.89
750457,14.624
750458,195.034
750459,12.707
750460,40.121
750461,124.537
750462,128.266
750463,147.159
750464,21.808
750465,52.842
750466,159.798
750467,90.779
750468,197.294
750469,140.43
750470,150.908
750471,119.456
750472,34.285
750473,106.42
750474,55.009
750475,79.552
750476,152.096
750477,11.682
750478,91.501
750479,15.144
750480,117.716
750481,14.666
750482,141.199
750483,40.065
750484,86.337
750485,9.066
750486,102.743
750487,75.989
750488,100.331
750489,112.59
750490,52.108
750491,45.668
750492,56.956
750493,29.414
750494,121.003
750495,47.784
750496,18.952
750497,29.57
750498,24.054
750499,104.91
750500,49.505
750501,44.214
750502,88.172
750503,12.546
750504,70.526
750505,203.353
750506,192.175
750507,91.5
750508,183.471
750509,3.404
750510,60.144
750511,39.058
750512,119.697
750513,200.957
750514,83.92
750515,188.063
750516,54.554
750517,162.67
750518,100.843
750519,199.939
750520,103.636
750521,64.594
750522,101.669
750523,160.355
750524,78.596
750525,150.386
750526,113.273
750527,132.343
750528,140.614
750529,209.78
750530,178.312
750531,7.008
750532,41.921
750533,170.521
750534,122.397
750535,53.973
750536,31.427
750537,108.536
750538,5.77
750539,60.221
750540,60.425
750541,10.148
750542,28.334
750543,147.051
750544,188.946
750545,52.996
750546,155.302
750547,39.897
750548,197.988
750549,197.36
750550,68.869
750551,232.076
750552,50.331
750553,208.237
750554,4.148
750555,25.534
750556,80.281
750557,55.652
750558,97.327
750559,61.238
750560,39.836
750561,58.053
750562,44.133
750563,25.668
750564,38.568
750565,155.85
750566,32.261
750567,10.445
750568,101.082
750569,108.924
750570,120.418
750571,2.532
750572,95.29
750573,46.702
750574,17.675
750575,101.888
750576,22.102
750577,6.999
750578,82.884
750579,82.67
750580,32.227
750581,147.262
750582,103.04
750583,100.099
750584,77.838
750585,26.97
750586,99.384
750587,9.561
750588,190.535
750589,18.749
750590,113.112
750591,24.486
750592,70.257
750593,124.641
750594,17.878
750595,245.255
750596,67.848
750597,138.179
750598,189.504
750599,64.702
750600,204.61
750601,110.006
750602,125.807
750603,100.026
750604,20.382
750605,52.979
750606,36.254
750607,33.25
750608,132.725
750609,202.057
750610,266.276
750611,78.589
750612,56.836
750613,171.798
750614,48.491
750615,158.057
750616,15.163
750617,49.745
750618,249.991
750619,24.97
750620,85.808
750621,188.35
750622,29.045
750623,16.336
750624,67.011
750625,201.852
750626,121.824
750627,7.658
750628,153.253
750629,25.032
750630,53.4
750631,79.939
750632,26.267
750633,100.128
750634,199.279
750635,134.562
750636,1.042
750637,118.364
750638,18.982
750639,101.044
750640,127.033
750641,67.501
750642,31.078
750643,111.812
750644,120.243
750645,179.867
750646,114.518
750647,173.35
750648,47.132
750649,176.359
750650,173.441
750651,6.489
750652,4.411
750653,21.336
750654,8.025
750655,87.478
750656,14.645
750657,2.636
750658,32.488
750659,54.98
750660,36.828
750661,109.824
750662,88.2
750663,97.107
750664,52.512
750665,71.685
750666,9.099
750667,194.148
750668,153.67
750669,6.269
750670,25.699
750671,128.822
750672,204.066
750673,76.644
750674,48.582
750675,80.345
750676,212.752
750677,140.284
750678,61.373
750679,52.853
750680,75.411
750681,103.643
750682,108.949
750683,108.401
750684,21.324
750685,77.161
750686,191.115
750687,139.594
750688,113.01
750689,25.594
750690,62.726
750691,94.278
750692,5.114
750693,184.164
750694,49.969
750695,211.834
750696,205.115
750697,39.996
750698,164.161
750699,155.174
750700,132.392
750701,25.599
750702,66.593
750703,149.8
750704,51.166
750705,120.664
750706,151.517
750707,142.394
750708,228.299
750709,180.055
750710,121.959
750711,61.29
750712,104.006
750713,53.851
750714,62.534
750715,50.178
750716,19.243
750717,123.063
750718,158.718
750719,124.943
750720,188.688
750721,69.369
750722,23.035
750723,65.702
750724,95.73
750725,14.36
750726,141.301
750727,233.894
750728,76.392
750729,177.518
750730,11.937
750731,215.973
750732,1.677
750733,163.425
750734,48.474
750735,23.916
750736,88.684
750737,7.505
750738,84.654
750739,112.572
750740,66.653
750741,94.509
750742,14.004
750743,167.957
750744,18.74
750745,23.971
750746,67.673
750747,104.164
750748,76.108
750749,41.527
750750,128.516
750751,45.409
750752,48.836
750753,96.536
750754,183.648
750755,68.827
750756,50.091
750757,81.977
750758,8.518
750759,88.143
750760,122.531
750761,25.025
750762,62.627
750763,20.938
750764,154.966
750765,31.944
750766,169.104
750767,61.44
750768,163.613
750769,13.61
750770,27.475
750771,193.806
750772,132.575
750773,71.859
750774,13.366
750775,79.162
750776,75.287
750777,116.069
750778,130.674
750779,6.853
750780,189.097
750781,16.536
750782,53.266
750783,68.897
750784,198.219
750785,51.618
750786,34.007
750787,186.185
750788,83.572
750789,43.469
750790,92.521
750791,66.254
750792,188.059
750793,112.393
750794,77.75
750795,174.125
750796,145.442
750797,59.084
750798,52.809
750799,25.797
750800,115.912
750801,9.03
750802,2.527
750803,12.951
750804,28.39
750805,81.779
750806,113.807
750807,25.259
750808,266.959
750809,29.454
750810,87.683
750811,78.56
750812,77.787
750813,105.353
750814,126.643
750815,24.454
750816,7.66
750817,93.43
750818,12.74
750819,169.008
750820,113.789
750821,100.087
750822,26.087
750823,60.709
750824,67.817
750825,44.937
750826,86.09
750827,29.97
750828,96.868
750829,27.405
750830,97.808
750831,78.978
750832,29.214
750833,25.43
750834,78.346
750835,144.61
750836,195.22
750837,6.617
750838,142.124
750839,101.574
750840,52.906
750841,73.805
750842,12.539
750843,67.902
750844,31.024
750845,76.143
750846,158.792
750847,136.373
750848,11.83
750849,157.695
750850,37.424
750851,143.205
750852,48.362
750853,122.58
750854,42.903
750855,36.504
750856,176.004
750857,21.445
750858,53.988
750859,99.04
750860,146.62
750861,169.4
750862,120.82
750863,159.99
750864,164.659
750865,35.11
750866,145.733
750867,48.88
750868,148.67
750869,99.36
750870,91.216
750871,129.077
750872,91.272
750873,206.238
750874,95.713
750875,167.348
750876,52.285
750877,113.147
750878,128.648
750879,16.873
750880,47.468
750881,97.996
750882,22.344
750883,11.831
750884,34.208
750885,214.063
750886,167.674
750887,129.14
750888,149.641
750889,57.614
750890,5.88
750891,110.57
750892,30.798
750893,52.266
750894,153.526
750895,79.788
750896,149.953
750897,9.331
750898,32.906
750899,12.255
750900,212.212
750901,104.925
750902,186.722
750903,156.576
750904,109.373
750905,125.715
750906,11.939
750907,21.59
750908,172.23
750909,8.532
750910,174.435
750911,76.608
750912,3.463
750913,102.654
750914,191.885
750915,147.733
750916,45.441
750917,148.719
750918,3.749
750919,146.987
750920,162.861
750921,51.705
750922,119.169
750923,80.817
750924,81.185
750925,19.114
750926,157.875
750927,179.119
750928,8.811
750929,30.446
750930,33.805
750931,134.578
750932,138.455
750933,12.314
750934,210.284
750935,7.876
750936,63.649
750937,23.392
750938,105.536
750939,13.066
750940,18.612
750941,29.242
750942,123.975
750943,12.513
750944,32.788
750945,9.829
750946,43.74
750947,265.298
750948,14.936
750949,39.375
750950,71.871
750951,198.24
750952,20.473
750953,45.61
750954,49.765
750955,124.023
750956,124.336
750957,70.641
750958,7.47
750959,88.058
750960,127.492
750961,5.48
750962,51.212
750963,164.968
750964,187.694
750965,84.408
750966,134.898
750967,83.573
750968,56.459
750969,166.631
750970,125.302
750971,61.049
750972,10.2
750973,145.111
750974,159.819
750975,20.116
750976,161.624
750977,2.433
750978,205.225
750979,79.126
750980,70.582
750981,32.3
750982,10.119
750983,82.342
750984,129.282
750985,62.284
750986,178.404
750987,137.513
750988,93.266
750989,108.004
750990,148.682
750991,11.483
750992,136.065
750993,56.489
750994,63.379
750995,15.501
750996,16.039
750997,17.867
750998,157.44
750999,60.525
751000,22.362
751001,93.806
751002,172.173
751003,107.22
751004,95.804
751005,129.064
751006,159.498
751007,146.488
751008,170.11
751009,243.339
751010,4.726
751011,71.225
751012,18.921
751013,48.001
751014,40.979
751015,69.895
751016,91.025
751017,57.718
751018,153.049
751019,49.746
751020,80.081
751021,116.01
751022,27.468
751023,64.33
751024,115.811
751025,108.535
751026,73.068
751027,56.035
751028,113.584
751029,108.569
751030,88.88
751031,91.914
751032,12.309
751033,76.947
751034,153.248
751035,9.148
751036,134.243
751037,77.01
751038,18.781
751039,24.573
751040,161.831
751041,174.734
751042,25.339
751043,175.751
751044,147.577
751045,211.558
751046,43.507
751047,85.897
751048,113.872
751049,85.914
751050,187.041
751051,219.251
751052,94.125
751053,141.76
751054,23.619
751055,167.206
751056,164.935
751057,42.308
751058,73.628
751059,38.188
751060,54.552
751061,12.356
751062,57.658
751063,82.002
751064,71.781
751065,103.926
751066,104.438
751067,267.638
751068,116.021
751069,8.698
751070,137.654
751071,212.015
751072,45.321
751073,30.778
751074,24.607
751075,16.167
751076,84.417
751077,78.172
751078,47.249
751079,6.024
751080,26.517
751081,112.324
751082,52.776
751083,123.325
751084,27.908
751085,25.455
751086,44.489
751087,15.259
751088,240.127
751089,37.464
751090,173.097
751091,16.836
751092,166.066
751093,11.421
751094,46.059
751095,109.394
751096,47.637
751097,29.435
751098,140.314
751099,141.873
751100,157.95
751101,42.602
751102,114.534
751103,25.467
751104,165.753
751105,230.233
751106,33.562
751107,185.789
751108,101.607
751109,32.236
751110,37.6
751111,14.009
751112,197.085
751113,65.134
751114,192.93
751115,88.946
751116,70.652
751117,72.0
751118,159.41
751119,219.242
751120,49.892
751121,51.823
751122,108.984
751123,173.476
751124,32.938
751125,10.755
751126,86.323
751127,14.47
751128,37.285
751129,31.057
751130,64.764
751131,6.821
751132,90.744
751133,107.26
751134,63.007
751135,194.161
751136,128.466
751137,52.57
751138,157.234
751139,48.406
751140,140.181
751141,124.723
751142,129.482
751143,6.087
751144,133.215
751145,106.534
751146,92.012
751147,99.545
751148,49.072
751149,90.528
751150,263.846
751151,34.225
751152,133.817
751153,19.008
751154,27.998
751155,62.317
751156,94.175
751157,108.531
751158,138.173
751159,24.893
751160,32.632
751161,195.339
751162,84.784
751163,46.203
751164,150.746
751165,175.185
751166,57.291
751167,7.194
751168,163.82
751169,35.019
751170,68.565
751171,236.211
751172,36.234
751173,197.798
751174,77.141
751175,126.607
751176,26.534
751177,144.104
751178,69.585
751179,199.872
751180,79.18
751181,12.692
751182,54.848
751183,213.588
751184,57.244
751185,65.027
751186,178.61
751187,191.548
751188,4.109
751189,110.505
751190,126.638
751191,7.659
751192,187.494
751193,20.809
751194,168.086
751195,4.063
751196,56.713
751197,100.253
751198,114.374
751199,236.554
751200,10.962
751201,41.166
751202,171.549
751203,38.999
751204,27.224
751205,36.505
751206,151.86
751207,149.52
751208,201.45
751209,6.423
751210,117.601
751211,133.061
751212,6.031
751213,82.126
751214,44.747
751215,164.611
751216,23.618
751217,14.216
751218,109.013
751219,108.797
751220,186.383
751221,188.701
751222,48.555
751223,74.714
751224,182.247
751225,14.233
751226,171.322
751227,85.118
751228,28.68
751229,131.32
751230,130.7
751231,71.861
751232,17.562
751233,11.392
751234,48.947
751235,11.512
751236,7.553
751237,9.709
751238,93.193
751239,15.559
751240,55.573
751241,7.848
751242,27.459
751243,68.747
751244,79.849
751245,91.818
751246,111.573
751247,45.834
751248,27.992
751249,75.843
751250,79.551
751251,19.213
751252,142.389
751253,99.182
751254,15.797
751255,61.345
751256,195.578
751257,43.525
751258,55.243
751259,67.853
751260,190.984
751261,98.334
751262,24.573
751263,11.735
751264,17.697
751265,172.6
751266,19.525
751267,107.619
751268,81.5
751269,14.865
751270,53.771
751271,71.268
751272,147.524
751273,65.86
751274,133.298
751275,34.112
751276,52.628
751277,53.623
751278,65.171
751279,19.677
751280,20.113
751281,39.844
751282,49.685
751283,85.914
751284,3.884
751285,55.732
751286,59.422
751287,53.534
751288,65.778
751289,101.975
751290,41.765
751291,34.907
751292,97.408
751293,67.728
751294,73.132
751295,36.392
751296,165.785
751297,29.704
751298,149.477
751299,190.294
751300,2.917
751301,35.525
751302,35.257
751303,147.677
751304,39.024
751305,109.787
751306,14.536
751307,190.776
751308,183.562
751309,16.452
751310,66.555
751311,134.173
751312,40.982
751313,85.678
751314,64.892
751315,88.058
751316,69.191
751317,184.557
751318,92.598
751319,143.625
751320,185.117
751321,64.287
751322,73.629
751323,127.983
751324,144.423
751325,186.455
751326,26.362
751327,34.098
751328,203.058
751329,42.608
751330,156.858
751331,36.82
751332,83.243
751333,98.764
751334,11.701
751335,48.552
751336,165.209
751337,6.834
751338,169.317
751339,84.36
751340,116.757
751341,42.099
751342,52.765
751343,98.709
751344,63.584
751345,41.841
751346,106.53
751347,169.525
751348,6.999
751349,108.087
751350,92.252
751351,3.965
751352,164.723
751353,12.307
751354,152.822
751355,111.175
751356,61.716
751357,77.818
751358,233.421
751359,58.841
751360,149.574
751361,63.559
751362,50.756
751363,12.198
751364,82.414
751365,111.391
751366,55.841
751367,149.316
751368,89.995
751369,134.667
751370,87.901
751371,38.956
751372,150.12
751373,154.566
751374,53.338
751375,31.697
751376,98.406
751377,74.453
751378,125.058
751379,192.679
751380,122.929
751381,17.272
751382,14.201
751383,157.466
751384,116.884
751385,61.388
751386,28.323
751387,18.995
751388,88.885
751389,165.231
751390,132.152
751391,225.205
751392,26.572
751393,16.572
751394,47.373
751395,168.964
751396,106.271
751397,117.123
751398,204.634
751399,170.278
751400,10.438
751401,11.051
751402,129.928
751403,94.597
751404,126.801
751405,78.433
751406,98.592
751407,44.55
751408,90.142
751409,22.751
751410,198.442
751411,85.25
751412,101.966
751413,10.679
751414,163.973
751415,40.455
751416,23.368
751417,27.73
751418,47.615
751419,188.114
751420,61.22
751421,166.973
751422,141.429
751423,197.795
751424,73.484
751425,90.356
751426,31.284
751427,193.991
751428,36.758
751429,124.981
751430,1.652
751431,148.653
751432,61.512
751433,133.694
751434,125.614
751435,55.312
751436,205.367
751437,13.525
751438,92.803
751439,57.413
751440,22.518
751441,145.246
751442,29.103
751443,12.374
751444,47.678
751445,133.28
751446,108.613
751447,86.054
751448,12.32
751449,40.498
751450,103.806
751451,50.688
751452,47.405
751453,7.164
751454,123.799
751455,50.736
751456,120.768
751457,107.584
751458,2.98
751459,147.157
751460,111.293
751461,13.53
751462,27.58
751463,138.487
751464,55.208
751465,84.565
751466,99.18
751467,25.859
751468,174.042
751469,29.563
751470,19.683
751471,146.057
751472,76.803
751473,110.38
751474,19.44
751475,71.898
751476,115.357
751477,38.974
751478,67.707
751479,140.193
751480,86.156
751481,75.874
751482,78.534
751483,38.954
751484,36.466
751485,88.417
751486,11.359
751487,230.839
751488,51.18
751489,189.236
751490,12.807
751491,154.185
751492,104.448
751493,103.626
751494,104.592
751495,103.123
751496,163.365
751497,66.62
751498,207.758
751499,200.557
751500,179.585
751501,57.124
751502,9.663
751503,178.176
751504,20.194
751505,158.797
751506,125.687
751507,24.596
751508,138.075
751509,38.831
751510,121.98
751511,88.746
751512,84.314
751513,168.907
751514,170.435
751515,41.251
751516,26.337
751517,22.324
751518,98.385
751519,44.677
751520,81.996
751521,29.395
751522,96.752
751523,39.758
751524,107.032
751525,185.833
751526,22.625
751527,102.759
751528,11.688
751529,82.523
751530,120.49
751531,62.997
751532,8.654
751533,66.591
751534,42.326
751535,73.38
751536,7.447
751537,19.192
751538,135.498
751539,21.554
751540,225.675
751541,36.911
751542,169.596
751543,194.183
751544,91.093
751545,97.793
751546,45.691
751547,27.689
751548,2.617
751549,211.624
751550,7.997
751551,71.107
751552,122.779
751553,66.855
751554,53.214
751555,49.901
751556,6.734
751557,27.572
751558,52.303
751559,54.72
751560,195.871
751561,143.65
751562,61.064
751563,193.968
751564,46.433
751565,24.862
751566,154.628
751567,23.473
751568,167.841
751569,24.552
751570,16.423
751571,120.724
751572,24.568
751573,149.969
751574,93.415
751575,70.893
751576,61.386
751577,73.998
751578,40.224
751579,88.378
751580,23.539
751581,13.751
751582,135.795
751583,48.557
751584,142.863
751585,91.999
751586,12.643
751587,61.708
751588,21.401
751589,164.439
751590,66.744
751591,49.941
751592,252.268
751593,23.583
751594,134.781
751595,50.005
751596,90.085
751597,69.715
751598,90.606
751599,127.12
751600,133.074
751601,91.879
751602,15.725
751603,21.817
751604,85.309
751605,194.322
751606,95.655
751607,127.345
751608,189.22
751609,69.865
751610,63.345
751611,7.516
751612,76.044
751613,183.441
751614,41.098
751615,30.317
751616,169.491
751617,104.935
751618,20.853
751619,105.757
751620,106.436
751621,20.801
751622,48.948
751623,92.069
751624,4.477
751625,48.534
751626,8.232
751627,128.511
751628,47.865
751629,95.971
751630,70.119
751631,236.686
751632,76.086
751633,209.494
751634,199.789
751635,242.508
751636,26.942
751637,114.238
751638,98.664
751639,59.297
751640,148.406
751641,78.528
751642,107.754
751643,138.712
751644,9.501
751645,10.221
751646,44.861
751647,154.214
751648,181.948
751649,29.841
751650,73.309
751651,85.078
751652,8.332
751653,31.405
751654,93.34
751655,111.205
751656,13.187
751657,112.019
751658,76.357
751659,6.944
751660,38.332
751661,165.48
751662,164.819
751663,141.279
751664,6.481
751665,207.513
751666,98.616
751667,166.55
751668,101.952
751669,192.292
751670,102.022
751671,120.462
751672,53.537
751673,169.02
751674,109.337
751675,182.988
751676,108.558
751677,134.328
751678,11.669
751679,12.086
751680,95.046
751681,28.726
751682,25.532
751683,102.982
751684,140.958
751685,11.318
751686,26.971
751687,113.069
751688,234.082
751689,221.019
751690,117.912
751691,78.456
751692,22.024
751693,45.677
751694,119.192
751695,150.667
751696,71.758
751697,126.408
751698,78.822
751699,17.455
751700,175.89
751701,64.934
751702,145.763
751703,152.082
751704,153.723
751705,47.084
751706,55.238
751707,34.263
751708,98.067
751709,47.755
751710,182.959
751711,26.92
751712,169.071
751713,148.715
751714,61.731
751715,68.387
751716,17.032
751717,208.598
751718,164.989
751719,159.728
751720,91.311
751721,122.843
751722,117.178
751723,91.633
751724,154.035
751725,131.723
751726,52.548
751727,148.377
751728,58.031
751729,36.32
751730,4.511
751731,105.229
751732,78.732
751733,41.531
751734,200.22
751735,84.986
751736,168.835
751737,47.76
751738,9.51
751739,199.752
751740,211.811
751741,67.828
751742,59.696
751743,94.602
751744,163.883
751745,173.621
751746,24.013
751747,45.072
751748,82.26
751749,10.527
751750,134.939
751751,34.372
751752,104.112
751753,15.703
751754,155.17
751755,221.733
751756,105.969
751757,149.422
751758,68.365
751759,5.573
751760,58.267
751761,121.214
751762,68.655
751763,38.568
751764,126.58
751765,87.036
751766,8.968
751767,19.081
751768,95.11
751769,162.629
751770,40.955
751771,185.976
751772,15.619
751773,27.804
751774,19.569
751775,126.289
751776,106.091
751777,6.882
751778,15.227
751779,180.658
751780,11.427
751781,85.692
751782,3.566
751783,27.19
751784,57.355
751785,36.229
751786,105.126
751787,22.696
751788,55.744
751789,95.556
751790,14.918
751791,29.865
751792,223.693
751793,30.97
751794,188.581
751795,108.541
751796,192.462
751797,204.696
751798,179.843
751799,116.165
751800,95.556
751801,16.708
751802,158.529
751803,15.813
751804,174.578
751805,66.164
751806,35.896
751807,79.233
751808,16.833
751809,70.573
751810,29.121
751811,63.226
751812,232.157
751813,56.612
751814,202.194
751815,6.842
751816,35.474
751817,38.255
751818,82.875
751819,163.843
751820,50.289
751821,205.054
751822,34.193
751823,163.747
751824,136.846
751825,52.761
751826,168.155
751827,24.288
751828,17.713
751829,81.45
751830,66.036
751831,130.886
751832,94.574
751833,115.617
751834,20.177
751835,190.684
751836,169.032
751837,156.354
751838,27.246
751839,48.305
751840,153.609
751841,20.338
751842,154.165
751843,128.803
751844,98.926
751845,90.53
751846,143.269
751847,173.117
751848,74.609
751849,101.208
751850,119.445
751851,51.605
751852,167.33
751853,58.578
751854,125.197
751855,21.702
751856,27.044
751857,8.494
751858,83.492
751859,16.771
751860,35.734
751861,88.316
751862,66.916
751863,85.696
751864,111.18
751865,15.282
751866,100.067
751867,124.406
751868,183.741
751869,33.082
751870,175.656
751871,107.0
751872,54.62
751873,32.616
751874,87.279
751875,24.667
751876,145.447
751877,206.987
751878,16.203
751879,231.397
751880,3.422
751881,140.057
751882,151.33
751883,4.988
751884,188.527
751885,159.897
751886,186.482
751887,9.784
751888,131.02
751889,170.313
751890,114.704
751891,16.085
751892,184.912
751893,30.843
751894,72.498
751895,8.222
751896,50.686
751897,112.477
751898,245.932
751899,61.26
751900,154.192
751901,29.14
751902,8.293
751903,60.099
751904,11.394
751905,24.943
751906,13.014
751907,62.821
751908,52.331
751909,152.41
751910,34.057
751911,11.673
751912,96.571
751913,66.613
751914,49.896
751915,177.148
751916,186.915
751917,42.511
751918,70.193
751919,10.376
751920,110.044
751921,92.119
751922,10.14
751923,90.305
751924,85.27
751925,16.913
751926,41.644
751927,5.831
751928,81.648
751929,105.42
751930,126.556
751931,6.654
751932,166.968
751933,4.942
751934,119.019
751935,133.898
751936,191.297
751937,76.628
751938,158.3
751939,36.629
751940,140.83
751941,130.395
751942,99.621
751943,138.134
751944,139.126
751945,31.139
751946,104.387
751947,21.898
751948,90.297
751949,123.405
751950,167.053
751951,59.486
751952,101.797
751953,19.31
751954,90.963
751955,23.328
751956,42.675
751957,30.904
751958,180.732
751959,37.731
751960,32.543
751961,106.597
751962,118.018
751963,71.048
751964,73.37
751965,131.038
751966,211.063
751967,42.059
751968,126.381
751969,17.955
751970,27.16
751971,99.538
751972,60.833
751973,7.969
751974,56.107
751975,45.047
751976,40.088
751977,8.04
751978,121.42
751979,146.204
751980,79.999
751981,35.92
751982,167.647
751983,85.058
751984,51.017
751985,207.363
751986,221.857
751987,151.758
751988,23.389
751989,128.692
751990,76.251
751991,10.85
751992,147.965
751993,86.525
751994,170.427
751995,188.978
751996,78.954
751997,128.889
